AT,V,AP,RH,PE
8,39,1016,85,484
14,41,1018,66,473
30,68,1009,64,427
14,46,1018,88,465
18,45,1012,74,454
23,61,1010,82,441
16,39,1002,73,466
27,73,1008,80,428
25,59,1013,72,445
19,49,1021,82,449
17,54,1015,66,458
7,36,1022,84,487
23,54,1013,66,444
24,67,1018,74,437
13,40,1011,81,473
23,66,1004,76,436
27,78,1017,73,438
14,45,1024,80,467
8,38,1021,83,483
34,72,1009,47,432
19,48,1006,79,454
18,46,1007,81,453
27,53,1006,54,439
15,41,1002,92,465
8,37,1009,82,479
20,64,1009,98,448
12,40,1012,81,473
14,71,1020,76,461
22,51,1009,83,447
28,61,1011,59,438
11,39,1022,86,479
20,49,1021,79,450
18,44,1016,67,464
14,40,1013,79,470
16,54,1018,64,460
14,40,1013,90,467
10,38,1013,79,473
28,72,1007,72,429
30,48,1002,43,439
17,42,1023,43,467
19,51,1012,83,455
29,72,1007,64,427
19,50,1012,100,451
22,71,1011,83,443
26,70,1015,73,434
26,68,1005,80,433
14,43,1011,71,464
21,63,1014,98,444
17,39,1006,71,460
21,54,1012,86,443
29,74,1010,48,435
17,51,1012,84,459
21,58,1019,72,455
8,41,1020,75,489
25,72,1006,95,434
13,41,1022,80,477
18,67,1012,70,454
26,80,1006,90,431
19,59,1012,89,453
28,70,1008,47,433
32,70,1006,58,438
10,36,1020,67,473
22,63,1017,64,452
17,45,1015,52,464
14,42,1015,78,463
12,41,1019,58,475
31,68,1015,39,430
13,43,1009,75,467
24,61,1010,77,443
27,73,1012,82,429
31,74,1008,50,432
22,61,1018,85,445
22,60,1008,92,441
28,77,1007,78,434
25,48,1003,60,441
31,68,1006,34,429
26,71,1008,87,436
10,45,1019,93,471
12,44,1018,86,475
13,41,1014,80,475
25,63,1020,59,444
9,40,1026,95,474
31,72,1009,58,428
30,77,1010,64,433
23,65,1021,65,450
20,57,1021,66,457
23,51,1012,82,450
32,78,1010,59,431
24,47,1014,47,451
20,40,1002,52,459
29,68,1011,56,443
33,74,1006,53,436
18,42,1002,96,458
14,43,1007,79,471
16,49,1018,93,462
19,42,1013,49,466
26,51,1011,60,448
11,41,1022,83,467
32,71,1006,46,437
10,41,1019,84,481
15,41,1017,82,464
18,61,1017,79,457
17,45,1008,56,455
30,74,1013,40,430
17,44,1012,78,457
6,39,1012,93,492
29,65,1016,61,441
20,45,1015,36,460
24,63,1015,62,441
32,69,1003,57,431
30,63,1008,47,439
22,57,1014,85,442
31,74,1003,78,430
25,60,1019,61,441
21,50,1009,85,442
29,69,1012,64,437
10,45,1021,89,472
32,62,1010,38,450
26,72,1007,85,429
16,26,1009,73,463
9,37,1026,80,479
12,41,1026,66,475
25,70,1001,92,433
23,59,1012,65,451
14,40,1009,84,466
8,40,1015,85,484
24,69,1014,45,448
16,45,1021,81,462
26,60,1016,60,445
20,69,1013,88,443
23,60,1018,66,451
20,58,1012,94,451
32,62,1010,38,446
14,51,1020,86,460
23,51,1011,74,444
15,44,1020,72,462
11,40,1026,97,469
29,75,1011,49,439
16,44,1019,65,469
30,68,1007,57,427
11,37,1022,83,473
25,59,1012,58,451
23,69,1014,70,437
13,40,1018,83,470
31,68,1009,55,425
26,72,1007,85,433
25,64,1013,42,451
12,45,1019,87,470
18,44,1019,56,456
21,58,1007,95,444
33,69,1008,47,432
17,53,1018,96,458
12,46,1005,80,468
22,60,1017,67,450
11,42,1000,95,471
15,47,1010,91,452
30,68,1004,77,425
28,77,1001,69,437
6,36,1029,89,488
36,74,1006,36,430
25,60,1018,75,440
20,44,1016,47,464
20,46,1013,96,451
23,50,1008,79,445
32,66,1009,64,428
22,70,1009,91,439
26,70,1010,71,435
27,70,1010,57,432
25,59,1018,56,444
13,40,1018,84,471
27,73,1012,87,433
26,68,1009,60,433
24,74,1009,93,437
30,48,1003,45,438
22,42,1013,68,462
10,44,1021,97,474
24,65,1019,61,444
8,38,1015,74,479
28,71,1010,73,436
18,49,1011,52,455
27,61,1012,46,450
24,69,1015,46,449
27,71,1008,91,438
20,49,1022,64,458
25,73,1008,85,436
21,47,1013,75,453
21,56,1020,65,456
26,74,1001,93,432
31,68,1006,52,430
13,43,1016,58,461
16,45,1010,85,458
29,70,1004,67,433
23,49,1003,70,446
31,72,1006,49,431
35,69,1006,59,431
23,61,1015,75,449
31,64,1014,49,439
30,68,1006,62,434
7,41,1022,89,479
22,64,1016,63,458
22,67,1003,89,436
12,41,1019,94,474
24,66,1011,87,445
12,45,1016,85,475
10,40,1021,69,478
5,39,1004,92,475
25,69,1011,90,431
19,60,1015,69,453
6,41,1027,86,481
23,69,1011,90,437
9,41,1018,85,478
10,40,1019,72,472
14,43,1027,71,469
30,67,1006,48,434
9,41,1012,90,480
29,57,1008,64,436
28,51,1006,64,438
23,65,1019,61,443
10,41,1008,97,478
17,46,1007,87,456
23,73,1009,90,439
24,44,1011,56,448
9,43,1018,95,479
27,69,1010,87,436
23,62,1012,63,445
14,39,1016,77,471
32,71,1008,72,432
13,42,1030,66,464
14,41,1011,88,473
24,67,1002,85,437
22,58,1018,68,454
28,72,1006,67,429
22,59,1011,87,449
29,75,1014,51,441
16,53,1015,73,461
23,74,1011,90,439
23,43,1008,63,447
31,72,1008,75,431
23,50,1006,79,443
33,78,1015,46,432
24,59,1013,65,443
30,66,1013,48,442
28,64,1011,69,442
23,64,1014,83,445
7,39,1020,78,488
23,59,1009,92,443
20,68,1013,80,449
26,59,1014,66,439
12,41,1014,71,479
23,69,1011,81,442
15,49,1007,86,460
6,40,1012,93,487
10,41,1017,69,482
32,66,1011,46,440
10,38,1022,78,481
26,64,1010,67,436
33,68,1004,35,425
19,58,1016,85,451
13,38,1015,58,466
24,59,1018,63,443
14,45,1022,79,473
12,41,1018,93,465
29,75,1010,59,438
32,68,1005,37,427
10,40,1013,89,481
10,42,1013,95,464
26,64,1013,53,451
20,39,1014,58,464
18,66,1013,88,453
32,80,1007,56,436
28,71,1010,78,436
26,59,1015,70,439
18,45,1017,79,466
23,59,1016,67,448
10,41,1020,82,480
28,64,1014,61,440
15,54,1017,69,464
21,67,1005,83,443
14,41,1022,68,470
24,50,1005,74,445
30,59,1013,61,442
24,47,1014,45,448
29,72,1007,66,430
19,40,1009,69,463
22,50,1008,87,445
11,39,1016,62,474
22,48,1005,86,445
25,59,1013,66,443
23,46,1014,74,458
8,40,1021,88,484
7,36,1015,92,480
12,40,1012,84,476
12,39,1024,69,469
11,41,1018,85,476
23,59,1014,87,443
26,72,1010,76,431
29,70,1010,57,430
31,73,1010,50,431
28,65,1018,48,441
11,42,1002,95,473
13,42,1016,92,461
13,71,1020,75,464
24,49,1013,47,446
27,63,1012,61,441
24,64,1021,64,448
18,44,1015,61,464
13,44,1019,71,469
29,68,1015,37,437
18,41,1002,60,461
16,59,1015,90,455
33,73,1014,54,439
20,51,1009,95,448
24,69,1011,88,434
21,50,1008,90,446
17,40,1003,65,460
32,70,999,59,431
19,45,1016,46,465
23,73,1013,91,436
17,45,1023,61,467
9,41,1020,72,484
25,50,1014,53,454
23,68,1018,87,431
17,39,1013,68,468
18,68,1004,96,442
12,40,1015,84,474
10,40,1019,70,477
23,64,1017,64,447
29,73,1011,73,432
32,73,1007,56,425
13,50,1009,88,454
25,61,1017,71,441
26,60,1006,42,450
12,41,1021,95,476
30,68,1010,51,442
15,53,1015,77,464
15,40,1018,72,469
6,36,1013,94,484
9,41,1022,90,471
11,41,1020,74,479
10,42,1021,94,466
28,68,1013,43,435
9,41,1028,85,474
11,41,1024,76,483
34,69,1007,47,427
33,66,1011,43,430
12,50,1008,96,470
28,62,1009,46,439
22,59,1012,88,446
13,42,1009,71,476
31,64,1011,61,441
30,80,1007,54,431
27,65,1016,46,440
20,63,1015,83,444
16,47,1014,86,456
31,68,1006,35,429
20,62,1011,90,444
9,36,1013,91,478
9,36,1013,90,479
6,39,1017,92,489
20,57,1011,89,452
26,74,1014,62,433
21,63,1016,93,446
30,72,1009,71,428
18,53,1013,82,457
23,70,1011,79,436
6,41,1028,87,481
15,45,1013,84,459
7,43,1013,92,481
13,43,1013,79,467
16,49,1019,89,463
23,54,1012,79,440
24,52,1008,72,452
19,65,1018,85,455
31,72,1012,44,434
15,41,999,86,466
18,62,1020,86,453
17,45,1017,35,463
31,67,1015,32,428
10,40,1019,67,469
10,42,1018,91,475
16,42,1007,78,466
31,74,1006,58,429
31,71,1009,60,433
28,63,1012,70,440
4,35,1017,84,490
12,43,1009,76,468
15,48,1013,70,461
17,50,1006,100,455
19,61,1020,72,455
26,49,1008,74,438
20,59,1018,87,446
9,41,1020,66,489
26,59,1014,65,439
31,72,1010,49,429
21,68,1007,56,442
14,45,1023,83,465
26,66,1015,55,444
33,75,1002,40,433
8,36,1018,61,480
20,64,1009,99,445
19,49,1016,74,453
13,41,1011,90,472
25,63,1011,66,443
13,50,1009,94,453
27,71,1008,88,432
13,41,1017,74,474
25,58,1015,60,446
31,74,1011,44,432
5,39,1026,84,481
14,40,1011,70,470
11,40,1012,88,480
9,37,1027,76,480
23,64,1016,72,449
21,69,1002,78,443
6,39,1012,93,492
5,40,1011,82,489
30,74,1007,55,441
9,45,1020,85,474
29,66,1014,48,445
21,64,1009,96,448
27,73,1002,95,437
5,43,1014,87,480
7,37,1012,81,485
27,49,1004,61,437
33,74,1006,48,438
10,40,1005,92,478
14,38,1011,88,471
7,42,1018,90,482
19,49,1020,58,453
27,80,1007,94,435
14,44,1024,83,468
15,51,1014,100,460
23,62,1008,89,439
18,46,1020,87,463
18,52,1012,68,459
14,39,1014,80,471
23,62,1010,81,445
26,70,1009,67,434
14,39,1014,82,471
7,40,1013,86,483
29,73,1007,61,429
26,70,1007,86,438
26,61,1015,53,444
28,72,1009,78,430
24,70,1009,83,436
29,68,1008,57,431
35,69,1001,38,425
24,70,1011,83,438
15,43,1017,82,463
5,39,1011,72,495
24,44,1006,73,443
10,38,1018,75,477
27,68,1011,58,437
18,53,1018,83,456
29,75,1003,72,434
13,39,1019,84,467
30,59,1005,56,441
10,43,1020,99,467
21,43,1013,75,460
25,58,1016,70,439
25,72,1007,90,438
20,53,1018,59,456
12,40,1015,87,474
7,41,1020,79,490
13,42,1020,74,460
16,41,1016,45,452
10,40,1004,89,473
27,68,1010,63,445
30,74,1013,64,433
15,41,1005,98,467
15,42,1007,81,467
13,42,1013,84,475
14,39,1013,74,470
30,70,1008,52,430
28,75,1004,80,433
11,41,1008,98,475
23,45,1012,45,457
15,58,1018,85,455
25,66,1013,71,439
33,78,1015,58,434
23,63,1016,68,448
23,71,1007,89,432
29,76,1008,75,430
23,65,1020,58,449
27,60,1011,56,452
10,42,999,100,471
4,40,1008,97,491
25,75,1008,81,441
17,53,1020,76,458
13,42,1022,63,473
30,71,1008,74,433
30,70,1012,50,431
29,69,1003,43,433
8,41,1020,75,489
24,63,1007,73,440
29,72,1009,83,436
17,46,1014,88,457
19,44,1013,69,451
29,62,1011,53,436
18,70,1004,97,444
13,43,1014,86,475
12,45,1018,95,467
16,43,1015,83,467
30,69,1010,61,439
26,64,1017,49,444
8,42,1030,92,483
29,59,1001,53,447
24,72,1008,91,438
27,68,1013,46,434
26,74,1007,97,437
14,45,1019,59,463
25,68,1009,61,438
15,42,1010,81,459
19,67,1015,76,458
24,69,1012,73,434
21,61,1018,82,446
4,35,1019,97,489
17,45,1021,77,458
27,60,1010,71,439
21,50,1010,71,453
24,64,1021,68,450
23,65,1012,81,441
29,67,1006,41,430
21,63,1012,94,448
15,45,1018,49,466
18,45,1021,71,458
9,44,1012,82,474
24,46,1011,62,441
9,42,1019,83,484
5,40,1012,77,493
11,40,1015,89,474
30,75,1002,60,437
17,52,1013,72,460
31,68,1006,56,428
31,68,1008,44,429
16,65,1014,88,455
25,59,1016,67,439
31,68,1005,46,427
28,64,1014,51,441
17,45,1018,68,466
14,46,1015,75,465
18,56,1020,61,465
23,62,1013,93,441
15,40,1013,82,470
22,60,1019,84,443
31,74,1006,57,430
30,70,1011,54,430
18,37,1012,68,470
14,43,1015,49,471
14,45,1016,78,473
23,63,1016,67,447
21,68,1012,81,440
11,43,1015,64,478
15,38,1014,90,464
13,40,1018,64,469
13,41,1022,86,463
11,38,1024,70,475
24,63,1012,89,441
27,72,1009,65,432
21,67,1005,84,446
10,41,1021,87,482
6,39,1005,60,485
10,42,1021,95,469
26,75,1010,73,440
27,60,1012,57,440
15,41,1010,92,466
8,41,1024,81,485
12,44,1026,86,472
33,77,1009,53,431
27,75,1006,79,437
11,38,1009,96,473
34,69,1010,32,428
22,65,1021,68,452
28,72,1005,73,436
16,42,1024,66,460
25,63,1013,70,443
10,41,1021,89,480
28,67,1008,60,440
22,49,1016,53,447
14,42,1018,85,468
25,51,1009,63,444
16,44,1025,78,463
27,77,1009,82,439
25,59,1014,56,444
17,42,1009,74,462
34,69,1011,38,430
18,46,1010,85,449
26,70,1007,57,435
15,41,1006,86,468
23,66,1009,90,443
4,35,1018,87,489
21,49,1009,92,445
19,59,1018,90,451
26,74,1001,92,433
28,62,1012,64,440
13,50,1007,91,466
24,69,1010,64,449
23,50,1007,87,443
30,71,1009,69,432
21,49,1016,64,453
15,42,1010,67,467
32,71,1007,48,430
26,70,1009,74,436
25,71,1007,85,435
21,63,1012,97,443
15,39,1015,77,469
25,64,1010,75,440
28,69,1004,72,431
19,53,1018,61,456
29,62,1012,62,440
24,58,1017,56,447
11,40,1019,69,467
15,40,1011,72,468
7,41,1022,89,483
9,41,1021,96,476
26,73,1012,86,431
25,59,1010,72,445
16,45,1024,86,462
19,58,1014,100,447
28,72,999,74,432
12,45,1013,89,469
27,59,1013,64,440
20,54,1011,84,449
25,70,1011,82,430
22,59,1014,59,453
9,40,1033,75,480
23,59,1018,66,443
20,50,1009,70,455
32,54,1005,54,432
25,69,1011,75,436
6,36,1026,79,489
16,39,1016,78,468
6,39,1017,70,487
18,57,1020,80,458
10,40,1021,74,479
27,61,1012,59,450
24,50,1005,74,445
21,67,1017,81,445
13,41,1015,78,473
14,41,1021,75,460
11,45,1018,96,469
22,63,1013,86,443
25,70,1007,80,443
23,45,1014,65,458
21,69,1002,75,444
26,63,1012,48,448
21,50,1009,96,448
18,57,1020,82,459
10,40,1021,92,480
26,61,1011,71,436
13,40,1012,85,477
24,68,1010,77,440
33,69,1001,40,427
24,68,1011,72,442
8,40,1011,87,482
24,65,1017,61,444
15,41,1017,83,464
19,41,1005,92,460
12,39,1017,56,473
15,42,1030,62,463
9,36,1028,79,480
15,39,1007,72,463
6,41,1022,80,490
6,39,1013,94,491
12,41,1018,67,477
20,57,1020,78,456
19,59,1013,83,451
14,43,1015,56,462
21,49,1021,53,457
14,44,1022,84,468
19,42,1013,64,459
7,39,1017,89,486
20,56,1021,65,455
15,42,1013,67,470
14,41,1014,67,461
18,45,1015,48,463
28,67,1016,48,439
26,59,1004,72,444
28,72,1011,69,436
20,45,1015,36,461
20,51,1009,93,446
6,41,1022,93,489
29,50,1006,52,439
19,39,1014,63,466
35,68,1007,44,426
6,41,1002,89,485
25,72,1007,87,433
18,50,1004,100,452
14,41,1020,86,470
21,59,1009,94,448
14,43,1029,71,467
13,41,1008,86,472
25,68,1005,58,438
10,42,1023,93,475
21,60,1011,78,452
14,45,1008,64,463
5,41,1000,93,487
14,41,1009,81,470
13,43,1013,47,470
7,40,1014,55,494
29,51,1012,48,450
22,58,1011,79,449
34,75,1016,26,428
15,40,1017,65,455
19,47,1013,86,453
31,67,1018,38,433
21,64,1016,74,448
30,72,1009,79,435
13,45,1008,72,463
24,74,1011,87,438
8,34,1019,79,487
14,41,1001,84,454
19,67,1013,82,447
22,71,1008,75,445
14,41,1026,74,466
30,70,1012,66,436
22,60,1019,73,445
11,38,1009,97,474
24,68,1010,90,441
22,71,1006,93,437
15,45,1017,84,462
26,47,1008,56,443
14,44,1011,94,467
11,45,1013,84,470
20,63,1013,89,452
26,70,1003,84,429
19,42,1013,79,463
11,44,1011,99,468
23,44,1016,43,460
24,60,1007,82,441
28,69,1009,61,429
23,67,1014,65,438
25,65,1010,54,454
13,39,1005,88,472
34,73,1014,41,438
21,66,1010,72,449
32,68,1003,62,427
26,63,1020,58,443
24,63,1013,72,438
8,41,1012,90,480
28,65,1009,56,444
8,39,1013,67,485
17,49,1012,58,456
29,73,1010,80,435
6,41,1021,87,492
29,70,1010,66,438
17,59,1014,97,449
20,50,1010,94,448
14,45,1024,95,468
9,44,1022,74,478
21,70,1011,90,439
21,66,1016,76,447
30,72,1008,84,431
31,74,1008,46,430
24,60,1017,64,450
30,68,1007,32,432
18,42,1016,72,465
17,37,1014,68,465
9,41,1022,85,475
24,66,1009,88,441
25,61,1014,72,447
12,40,1016,92,471
7,40,1008,87,484
28,48,1003,53,437
11,40,1025,75,491
9,35,1027,75,482
8,36,1028,90,482
12,41,1017,83,475
26,57,1012,44,440
27,66,1014,51,443
21,51,1011,90,453
20,48,1015,75,455
29,69,1009,53,432
18,58,1017,87,450
11,44,1013,72,475
23,69,1011,86,436
26,68,1005,78,431
17,49,1012,79,453
29,70,1011,55,442
17,54,1015,68,459
7,41,1010,95,482
23,50,1007,88,444
14,41,1016,69,466
29,71,1010,67,438
22,57,1010,78,448
28,74,1015,50,436
25,59,1012,69,445
25,62,1013,81,440
25,68,1006,65,445
29,68,1011,55,444
17,45,1021,64,459
7,38,1020,77,487
6,41,1016,85,483
27,68,1015,63,437
24,58,1011,75,446
25,67,1014,58,442
21,65,1014,58,449
11,42,1016,94,480
5,42,1004,82,486
10,43,1025,88,471
14,44,1013,59,469
17,63,1016,77,454
29,72,1012,45,447
21,49,1020,71,455
18,66,1013,87,451
27,70,1010,86,433
29,74,1003,86,432
25,67,1012,57,438
17,44,1022,82,460
25,72,1010,63,435
22,67,1017,79,446
8,41,1027,95,483
27,72,1006,72,428
14,44,1030,70,467
18,65,1014,67,448
27,50,1007,65,440
19,59,1018,89,451
15,39,1000,86,470
21,51,1016,69,455
11,41,1007,99,476
8,41,1025,96,474
12,41,1021,97,477
26,47,1009,56,445
21,51,1012,69,456
24,49,1003,70,443
24,63,1012,80,449
29,50,1006,52,436
6,41,1002,88,481
18,37,1013,68,468
13,39,1008,95,469
27,45,1008,52,445
21,45,1008,74,453
24,69,1007,71,436
24,57,1013,54,445
23,47,1008,66,448
25,59,1013,83,443
25,45,1008,58,445
18,42,1001,98,459
25,63,1020,64,446
16,41,995,84,463
16,43,1008,76,465
27,64,1013,61,440
11,40,1026,94,467
15,54,1016,64,464
29,78,1011,75,431
15,41,997,87,465
25,70,1009,83,436
30,70,1009,67,435
10,43,1013,79,474
24,59,1011,78,447
8,41,1019,86,485
28,67,1014,50,435
16,45,1024,84,462
18,50,1003,100,451
29,71,1004,66,426
4,35,1019,93,487
28,67,1018,60,433
12,42,1017,88,468
22,75,1010,86,443
24,48,1010,62,442
10,39,1012,81,479
6,43,1013,92,485
28,69,1006,59,440
7,42,1022,90,449
11,40,1013,88,480
12,25,1009,92,471
20,52,1012,63,456
8,38,1021,83,484
23,68,1006,71,447
22,59,1010,88,448
10,42,1015,99,479
26,68,1009,69,438
23,45,1014,63,460
29,70,1007,73,440
13,42,1015,88,462
29,60,1015,49,440
6,39,1025,79,482
8,41,1023,81,488
5,40,1011,80,494
19,65,1016,81,450
22,48,1015,64,449
12,40,1015,87,474
27,61,1007,67,436
30,72,1008,59,425
27,63,1012,54,445
8,39,1016,89,482
8,41,1022,86,476
30,70,1009,67,435
24,60,1017,63,450
24,72,1011,94,437
16,65,1014,86,455
12,42,1014,87,477
17,62,1020,94,453
14,43,1013,89,472
28,51,1012,53,445
23,73,1012,88,439
24,72,1008,88,439
13,41,1021,91,474
16,41,1010,80,467
25,58,1011,64,447
13,38,1022,62,471
23,62,1010,55,445
17,44,1022,79,459
31,69,1007,71,432
21,60,1017,77,452
23,72,1009,94,442
21,52,1011,76,457
9,40,1009,91,483
19,43,1013,40,463
26,63,1020,58,445
14,44,1029,72,466
14,43,1031,66,466
17,41,1011,62,463
22,72,1010,75,441
32,78,1010,62,430
14,41,1023,66,473
29,72,1007,66,431
25,74,1014,69,437
8,42,1033,72,478
15,45,1008,81,456
15,40,1018,65,456
17,51,1012,83,463
6,36,1026,80,486
16,45,1018,86,464
22,67,1015,73,445
28,61,1010,65,435
8,39,1016,89,482
26,70,1007,77,434
30,70,1010,63,437
22,59,1015,85,447
26,48,1011,55,438
10,40,1008,90,480
22,63,1015,74,441
24,67,1015,60,439
13,44,1014,76,472
22,70,1007,74,438
33,74,1000,48,434
15,43,1009,91,469
11,40,1012,83,479
29,74,1007,70,435
28,73,1010,64,433
15,42,1016,77,465
16,44,1021,75,459
14,41,1018,94,463
30,69,1010,53,435
25,58,1013,70,447
11,40,1011,85,478
9,37,1025,81,479
24,53,1007,49,445
17,41,1020,51,470
24,73,1012,86,437
20,57,1021,67,457
22,44,1016,53,462
25,61,1015,55,446
19,57,1020,80,456
24,70,1005,65,440
26,66,1011,74,441
29,77,1008,79,434
22,59,1009,97,449
31,53,1005,53,430
20,59,1014,72,451
26,69,1002,91,429
27,72,1008,75,438
10,41,1022,95,466
8,40,1026,96,477
20,64,1009,62,452
24,68,1005,68,445
14,54,1017,62,465
14,40,1011,95,463
33,78,1010,51,432
30,64,1013,52,438
23,59,1010,83,444
9,41,1015,91,477
22,77,1007,77,438
28,51,1012,49,450
17,40,1007,77,464
22,61,1009,99,437
20,63,1019,78,448
27,65,1016,43,441
30,68,1016,48,432
9,41,1026,88,480
9,42,1022,50,474
27,59,1013,51,438
25,75,1002,66,440
9,42,1009,80,484
10,40,1017,79,480
13,45,1019,52,469
8,43,1012,80,483
21,71,1010,89,446
20,47,1015,64,454
28,68,1005,71,431
24,59,1016,63,444
30,67,1018,56,435
6,41,1020,81,491
19,65,1016,77,448
11,45,1021,87,470
18,42,1009,68,471
26,69,1013,69,436
15,42,1007,79,467
23,69,1012,76,437
11,25,1010,100,471
9,40,1002,98,474
13,37,1013,87,475
8,39,1025,85,485
22,63,1012,77,444
16,44,1017,62,466
22,72,1009,77,434
18,58,1016,85,456
13,38,1018,89,470
22,70,1011,83,441
28,73,1009,89,429
10,39,1015,92,480
27,70,1011,86,438
18,51,1015,92,456
10,42,1020,81,480
26,60,1006,72,436
5,36,1013,94,483
27,69,1009,74,439
27,62,1012,72,441
19,46,1007,81,452
28,70,1011,51,442
16,54,1016,68,463
9,40,1011,74,478
9,42,1017,73,484
5,36,1027,80,490
26,70,1009,71,438
26,77,1008,85,433
9,38,1018,76,481
26,69,1010,65,445
6,46,1013,87,481
24,72,1008,89,439
22,65,1008,78,449
10,44,1015,83,478
28,69,1009,58,429
7,38,1021,70,486
25,59,1009,58,443
24,72,1010,91,443
27,75,1010,59,440
14,40,1011,87,472
6,41,1023,90,486
26,74,1016,81,436
12,41,1019,96,467
24,47,1013,52,448
23,62,1012,75,446
30,76,1018,51,431
21,41,1002,48,456
32,74,1011,40,430
11,41,1008,99,474
16,40,1007,80,465
19,51,1011,92,459
19,65,1015,83,447
6,41,1020,83,490
13,44,1017,87,473
23,72,1005,89,435
10,42,1033,69,478
6,39,1005,64,486
15,41,1011,90,470
22,49,1020,76,452
6,36,1012,92,484
15,38,1016,83,464
26,72,1010,85,435
20,59,1014,66,456
24,63,1013,87,445
22,59,1012,86,446
24,59,1010,76,444
23,70,1006,84,437
27,67,1006,58,441
28,68,1011,61,433
26,64,1018,45,441
31,70,1012,66,434
21,64,1013,71,449
22,51,1007,89,447
17,41,1004,82,464
26,75,1011,68,435
30,75,1003,71,433
19,44,1017,75,453
34,68,1003,56,428
25,69,1007,71,436
29,68,1006,66,435
26,73,1008,91,437
28,66,1011,65,441
26,59,1007,82,441
10,39,1017,94,479
23,47,1010,62,453
14,43,1011,88,471
28,71,1004,72,428
26,75,1004,82,437
20,45,1014,57,452
12,45,1019,90,468
28,59,1013,51,437
27,70,1010,81,443
10,41,1024,85,479
24,72,1010,85,437
25,59,1015,75,437
21,61,1018,83,445
23,57,1013,64,440
31,69,1009,53,442
31,68,1016,43,435
15,39,1020,63,464
25,49,1008,79,439
26,68,1013,59,442
2,39,1027,77,491
32,70,1009,60,436
13,41,1008,95,472
26,74,1006,82,440
29,62,1011,57,434
7,38,1021,85,482
17,44,1020,56,469
32,68,1004,35,426
19,53,1025,54,455
26,53,1006,65,439
20,54,1011,84,448
4,35,1018,88,487
21,44,1011,63,450
24,68,1013,65,440
9,41,1028,86,474
30,76,1008,76,432
13,42,1016,84,468
27,57,1007,59,435
30,59,1005,55,439
25,59,1011,72,443
22,60,1008,92,441
9,36,1029,86,480
3,41,999,98,489
18,53,1013,83,457
18,51,1015,90,457
19,52,1004,100,450
25,64,1019,52,442
12,39,1023,83,474
12,41,1020,95,467
16,44,1019,59,469
24,50,1017,64,451
27,77,1008,78,436
14,41,1009,82,470
23,65,1014,62,445
23,64,1011,89,440
29,75,1016,60,433
29,69,1008,71,430
34,71,1008,39,436
17,46,1012,97,458
19,46,1013,100,453
21,64,1014,86,449
27,68,1006,51,438
23,63,1012,77,448
23,58,1016,73,445
12,41,1014,85,473
26,68,1009,61,437
24,68,1018,82,437
14,45,1025,82,468
25,54,1013,74,440
20,58,1016,81,456
11,36,1019,59,474
26,67,1007,69,440
28,60,1015,54,439
10,38,1006,94,472
25,70,1011,65,433
25,74,1007,89,431
25,60,1018,72,438
22,72,1009,76,442
23,58,1015,80,448
20,45,1009,74,455
20,40,1001,57,456
13,39,1012,78,474
26,59,1013,65,444
23,43,1014,70,460
11,40,1012,86,478
8,41,1019,86,485
12,42,1012,88,456
20,49,1021,62,462
19,41,1005,93,459
17,40,1009,82,463
11,41,1017,80,475
22,51,1017,65,454
21,60,1015,78,454
31,73,1011,56,432
20,57,1021,78,456
7,41,1020,95,478
31,59,1004,52,440
25,68,1009,58,430
26,69,1002,86,426
30,75,1009,56,437
12,42,1018,89,464
24,54,1013,65,445
27,44,1006,59,440
27,77,1009,92,432
31,75,1009,59,437
24,65,1014,59,442
19,51,1010,86,447
10,41,1008,97,473
5,43,1014,91,481
29,72,1011,60,435
6,40,1019,60,493
5,41,1001,92,485
10,41,1020,66,481
11,45,1021,90,473
21,64,1017,60,448
28,74,998,72,434
28,66,1015,66,439
22,58,1015,77,450
27,44,1011,47,441
11,42,1020,76,477
9,41,1020,70,482
8,41,1020,87,485
18,60,1010,87,452
15,42,1018,85,463
22,60,1019,88,444
13,44,1023,64,467
20,56,1019,57,458
29,69,1001,53,426
19,49,1009,95,445
31,74,1012,59,436
20,59,1015,65,454
20,45,1014,60,453
20,50,1009,96,449
24,61,1012,68,452
11,38,1014,74,473
9,39,1022,75,483
20,45,1016,29,465
31,71,1007,63,432
30,73,1010,85,433
27,73,1007,79,433
27,44,1011,41,446
15,39,1014,69,468
32,68,1009,56,427
16,53,1015,75,460
16,46,1013,98,463
14,39,1017,76,465
9,41,1027,87,479
29,71,1010,68,438
21,44,1011,64,445
20,57,1010,88,452
26,72,1004,87,433
26,59,1014,55,445
12,42,1019,88,464
8,39,1014,67,485
25,72,1012,84,435
15,50,1006,92,460
24,52,1014,74,448
10,40,1007,88,479
12,38,1014,91,469
7,41,1025,97,476
8,40,1010,84,486
25,76,1017,70,446
23,48,1014,55,459
31,67,1014,38,437
28,71,1012,48,433
10,40,1007,90,478
21,45,1008,36,466
10,35,1028,71,479
19,57,1014,85,448
13,41,1022,78,467
24,60,1015,60,445
19,43,1012,53,464
11,45,1025,85,477
27,72,1011,76,437
12,45,1018,89,470
15,44,1025,85,463
10,53,1026,79,473
31,67,1004,53,432
33,68,1010,42,444
29,65,1017,56,445
24,59,1012,59,451
28,68,1011,58,433
7,39,1018,61,482
12,41,1016,84,477
26,71,1007,83,432
28,66,1008,79,439
23,68,1013,70,442
19,42,1015,62,468
9,41,1024,88,472
25,65,1016,62,447
14,54,1016,77,469
